,inputs,outputs,acuuracy
615,"bool ExprResolveLhs ( struct xkb_context * ctx , const ExprDef * expr , const char * * elem_rtrn , const char * * field_rtrn , ExprDef * * index_rtrn ) { switch ( expr -> expr . op ) { case EXPR_IDENT : * elem_rtrn = NULL ; * field_rtrn = xkb_atom_text ( ctx , expr -> ident . ident ) ; * index_rtrn = NULL ; return ( * field_rtrn != NULL ) ; case EXPR_FIELD_REF : * elem_rtrn = xkb_atom_text ( ctx , expr -> field_ref . element ) ; * field_rtrn = xkb_atom_text ( ctx , expr -> field_ref . field ) ; * index_rtrn = NULL ;  return true ;  case EXPR_ARRAY_REF : * elem_rtrn = xkb_atom_text ( ctx , expr -> array_ref . element ) ; * field_rtrn = xkb_atom_text ( ctx , expr -> array_ref . field ) ; * index_rtrn = expr -> array_ref . entry ;  return true ;  default : break ; } log_wsgo ( ctx , ""Unexpectedoperator%dinResolveLhs\\n"" , expr -> expr . op ) ; return false ; }
","bool ExprResolveLhs(struct xkb_context* ctx, const ExprDef* expr, const char** elem_rtrn, const char** field_rtrn, ExprDef** index_rtrn) {
    switch(expr->expr.op) {
        case EXPR_IDENT:
            *elem_rtrn = NULL;
            *field_rtrn = xkb_atom_text(ctx, expr->ident.ident);
            *index_rtrn = NULL;
            return (*field_rtrn != NULL);
        case EXPR_FIELD_REF:
            *elem_rtrn = xkb_atom_text(ctx, expr->field_ref.element);
            *field_rtrn = xkb_atom_text(ctx, expr->field_ref.field);
            *index_rtrn = nullptr;  // Changed to nullptr instead of NULL
            return true;
        case EXPR_ARRAY_REF:
            *elem_rtrn = xkb_atom_text(ctx, expr->array_ref.element);
            *field_rtrn = xkb_atom_text(ctx, expr->array_ref.field);
            *index_rtrn = expr->array_ref.entry;
            return true;
        default:
            log_wsgo(ctx, ""Unexpected operator %d in ResolveLhs\n"", expr->expr.op); // corrected escape character for newline
            return false;
    }
}
",0
616,"ssize_t socket_write_and_transfer_fd ( const socket_t * socket , const void * buf , size_t count , int fd ) { assert ( socket != NULL ) ; assert ( buf != NULL ) ; if ( fd == INVALID_FD ) return socket_write ( socket , buf , count ) ; struct msghdr msg ; struct iovec iov ; char control_buf [ CMSG_SPACE ( sizeof ( int ) ) ] ; iov . iov_base = ( void * ) buf ; iov . iov_len = count ; msg . msg_iov = & iov ; msg . msg_iovlen = 1 ; msg . msg_control = control_buf ; msg . msg_controllen = sizeof ( control_buf ) ; msg . msg_name = NULL ; msg . msg_namelen = 0 ; struct cmsghdr * header = CMSG_FIRSTHDR ( & msg ) ; header -> cmsg_level = SOL_SOCKET ; header -> cmsg_type = SCM_RIGHTS ; header -> cmsg_len = CMSG_LEN ( sizeof ( int ) ) ; * ( int * ) CMSG_DATA ( header ) = fd ;  ssize_t ret = sendmsg ( socket -> fd , & msg , MSG_DONTWAIT ) ;  close ( fd ) ; return ret ; }
","ssize_t socket_write_and_transfer_fd(const socket_t *socket, const void *buf, size_t count, int fd) {
    assert(socket != NULL);
    assert(buf != NULL);
    if (fd == INVALID_FD) return socket_write(socket, buf, count);
    struct msghdr msg;
    struct iovec iov;
    char control_buf[CMSG_SPACE(sizeof(int))];
    iov.iov_base = (void *)buf;
    iov.iov_len = count;
    msg.msg_iov = &iov;
    msg.msg_iovlen = 1;
    msg.msg_control = control_buf;
    msg.msg_controllen = sizeof(control_buf);
    msg.msg_name = NULL;
    msg.msg_namelen = 0;
    struct cmsghdr *header = CMSG_FIRSTHDR(&msg);
    header->cmsg_level = SOL_SOCKET;
    header->cmsg_type = SCM_RIGHTS;
    header->cmsg_len = CMSG_LEN(sizeof(int));
    *(int *)CMSG_DATA(header) = fd;
    ssize_t ret = sendmsg(socket->fd, &msg, MSG_DONTWAIT);
    if (ret >= 0) {
        close(fd);
    }
    return ret;
}
",0
617,"static int simulate_rdhwr ( struct pt_regs * regs , unsigned int opcode ) { struct thread_info * ti = task_thread_info ( current ) ; if ( ( opcode & OPCODE ) == SPEC3 && ( opcode & FUNC ) == RDHWR ) { int rd = ( opcode & RD ) >> 11 ; int rt = ( opcode & RT ) >> 16 ; perf_sw_event ( PERF_COUNT_SW_EMULATION_FAULTS ,  1 , 0 , regs , 0 ) ;  switch ( rd ) { case 0 : regs -> regs [ rt ] = smp_processor_id ( ) ; return 0 ; case 1 : regs -> regs [ rt ] = min ( current_cpu_data . dcache . linesz , current_cpu_data . icache . linesz ) ; return 0 ; case 2 : regs -> regs [ rt ] = read_c0_count ( ) ; return 0 ; case 3 : switch ( current_cpu_data . cputype ) { case CPU_20KC : case CPU_25KF : regs -> regs [ rt ] = 1 ; break ; default : regs -> regs [ rt ] = 2 ; } return 0 ; case 29 : regs -> regs [ rt ] = ti -> tp_value ; return 0 ; default : return - 1 ; } } return - 1 ; }
","#include <asm/cputime.h>

static int simulate_rdhwr(struct pt_regs *regs, unsigned int opcode) {
    struct thread_info *ti = task_thread_info(current);

    if ((opcode & OPCODE) == SPEC3 && (opcode & FUNC) == RDHWR) {
        int rd = (opcode & RD) >> 11;
        int rt = (opcode & RT) >> 16;

        perf_sw_event(PERF_COUNT_SW_EMULATION_FAULTS, 1, 0, regs, 0);

        switch (rd) {
            case 0:
                regs->regs[rt] = smp_processor_id();
                return 0;
            case 1:
                regs->regs[rt] = min(current_cpu_data.dcache.linesz,
                                     current_cpu_data.icache.linesz);
                return 0;
            case 2:
                regs->regs[rt] = read_c0_count();
                return 0;
            case 3:
                switch (current_cpu_data.cputype) {
                    case CPU_20KC:
                    case CPU_25KF:
                        regs->regs[rt] = 1;
                        break;
                    default:
                        regs->regs[rt] = 2;
                }
                return 0;
            case 29:
                regs->regs[rt] = ti->tp_value;
                return 0;
            default:
                return -1;
        }
    }
    return -1;
}
",0
618,"NOEXPORT int verify_callback ( int preverify_ok , X509_STORE_CTX * callback_ctx ) { SSL * ssl ; CLI * c ; ssl = X509_STORE_CTX_get_ex_data ( callback_ctx , SSL_get_ex_data_X509_STORE_CTX_idx ( ) ) ; c = SSL_get_ex_data ( ssl , index_ssl_cli ) ; if ( ! c -> opt -> option . verify_chain && ! c -> opt -> option . verify_peer ) { s_log ( LOG_INFO , ""Certificateverificationdisabled"" ) ; return 1 ; }  if ( verify_checks ( c , preverify_ok , callback_ctx ) ) {  SSL_SESSION * sess = SSL_get1_session ( c -> ssl ) ; if ( sess ) { int ok = SSL_SESSION_set_ex_data ( sess , index_session_authenticated ,  ( void * ) ( - 1 ) ) ;  SSL_SESSION_free ( sess ) ; if ( ! ok ) { sslerror ( ""SSL_SESSION_set_ex_data"" ) ; return 0 ; } } return 1 ; }  if ( c -> opt -> option . client || c -> opt -> protocol )  return 0 ;  if ( c -> opt -> redirect_addr . names )  return 1 ; return 0 ; }
","int verify_callback(int preverify_ok, X509_STORE_CTX *callback_ctx) {
    SSL *ssl;
    CLI *c;
    ssl = X509_STORE_CTX_get_ex_data(callback_ctx, SSL_get_ex_data_X509_STORE_CTX_idx());
    c = SSL_get_ex_data(ssl, index_ssl_cli);

    if (!c->opt->option.verify_chain && !c->opt->option.verify_peer) {
        s_log(LOG_INFO, ""Certificate verification disabled"");
        return 1;
    }

    if (verify_checks(c, preverify_ok, callback_ctx)) {
        SSL_SESSION *sess = SSL_get1_session(c->ssl);
        if (sess) {
            int ok = SSL_SESSION_set_ex_data(sess, index_session_authenticated, (void *)(-1));
            SSL_SESSION_free(sess);
            if (!ok) {
                sslerror(""SSL_SESSION_set_ex_data"");
                return 0;
            }
        }
        return 1;
    }

    if (c->opt->option.client || c->opt->protocol)
        return 0;

    if (c->opt->redirect_addr.names)
        return 1;

    return 0;
}
",0
619,"static gboolean netscreen_seek_read ( wtap * wth , gint64 seek_off , struct wtap_pkthdr * phdr , Buffer * buf , int * err , gchar * * err_info ) {  int pkt_len ;   char line [ NETSCREEN_LINE_LENGTH ] ;  char cap_int [ NETSCREEN_MAX_INT_NAME_LENGTH ] ; gboolean cap_dir ; char cap_dst [ 13 ] ; if ( file_seek ( wth -> random_fh , seek_off , SEEK_SET , err ) == - 1 ) { return FALSE ; } if ( file_gets ( line , NETSCREEN_LINE_LENGTH , wth -> random_fh ) == NULL ) { * err = file_error ( wth -> random_fh , err_info ) ; if ( * err == 0 ) { * err = WTAP_ERR_SHORT_READ ; } return FALSE ; }  pkt_len = parse_netscreen_rec_hdr ( phdr , line , cap_int , & cap_dir ,  cap_dst , err , err_info ) ;  if ( pkt_len == - 1 )  return FALSE ; if ( ! parse_netscreen_hex_dump ( wth -> random_fh , pkt_len , cap_int , cap_dst , phdr , buf , err , err_info ) ) return FALSE ; return TRUE ; }
","static gboolean netscreen_seek_read(wtap *wth, gint64 seek_off,
                                    struct wtap_pkthdr *phdr,
                                    Buffer *buf, int *err,
                                    gchar **err_info) {
  int pkt_len;
  char line[NETSCREEN_LINE_LENGTH];
  char cap_int[NETSCREEN_MAX_INT_NAME_LENGTH];
  gboolean cap_dir;
  char cap_dst[13];

  if (file_seek(wth->random_fh, seek_off, SEEK_SET, err) == -1) {
    return FALSE;
  }

  if (file_gets(line, NETSCREEN_LINE_LENGTH, wth->random_fh) == NULL) {
    *err = file_error(wth->random_fh, err_info);
    if (*err == 0) {
      *err = WTAP_ERR_SHORT_READ;
    }
    return FALSE;
  }

  pkt_len = parse_netscreen_rec_hdr(phdr, line, cap_int, &cap_dir,
                                    cap_dst, err, err_info);

  if (pkt_len == -1) {
    return FALSE;
  }

  int read_len = parse_netscreen_hex_dump(wth->random_fh, pkt_len, cap_int,
                                          cap_dst, phdr, buf, err, err_info);

  if (read_len != pkt_len) {
    *err = WTAP_ERR_SHORT_READ;
    return FALSE;
  }

  return TRUE;
}
",0
620,"static void ffs_user_copy_worker ( struct work_struct * work ) { struct ffs_io_data * io_data = container_of ( work , struct ffs_io_data , work ) ; int ret = io_data -> req -> status ? io_data -> req -> status : io_data -> req -> actual ;  if ( io_data -> read && ret > 0 ) {  use_mm ( io_data -> mm ) ; ret = copy_to_iter ( io_data -> buf , ret , & io_data -> data ) ; if ( iov_iter_count ( & io_data -> data ) ) ret = - EFAULT ; unuse_mm ( io_data -> mm ) ; } io_data -> kiocb -> ki_complete ( io_data -> kiocb , ret , ret ) ; if ( io_data -> ffs -> ffs_eventfd &&  ! ( io_data -> kiocb -> ki_flags & IOCB_EVENTFD ) )  eventfd_signal ( io_data -> ffs -> ffs_eventfd , 1 ) ;  usb_ep_free_request ( io_data -> ep , io_data -> req ) ;  io_data -> kiocb -> private = NULL ; if ( io_data -> read ) kfree ( io_data -> to_free ) ; kfree ( io_data -> buf ) ; kfree ( io_data ) ; }
","static void ffs_user_copy_worker(struct work_struct *work) {
    struct ffs_io_data *io_data = container_of(work, struct ffs_io_data, work);

    int ret = io_data->req->status ? io_data->req->status : io_data->req->actual;

    if (io_data->read && ret > 0) {
        use_mm(io_data->mm);

        ret = copy_to_iter(io_data->buf, ret, &io_data->data);

        if (ret < 0 || iov_iter_count(&io_data->data)) {
            ret = -EFAULT;
        }

        unuse_mm(io_data->mm);
    }

    io_data->kiocb->ki_complete(io_data->kiocb, ret, ret);

    if (io_data->ffs->ffs_eventfd && !(io_data->kiocb->ki_flags & IOCB_EVENTFD)) {
        eventfd_signal(io_data->ffs->ffs_eventfd, 1);
    }

    usb_ep_free_request(io_data->ep, io_data->req);
    io_data->kiocb->private = NULL;

    if (io_data->read) {
        kfree(io_data->to_free);
    }

    kfree(io_data->buf);
    kfree(io_data);
}
",0
621,"smb_sdrc_t smb_com_flush ( smb_request_t * sr ) { smb_ofile_t * file ; smb_llist_t * flist ; int rc ; if ( smb_flush_required == 0 ) { rc = smbsr_encode_empty_result ( sr ) ; return ( ( rc == 0 ) ? SDRC_SUCCESS : SDRC_ERROR ) ; } if ( sr -> smb_fid != 0xffff ) { smbsr_lookup_file ( sr ) ; if ( sr -> fid_ofile == NULL ) { smbsr_error ( sr , NT_STATUS_INVALID_HANDLE , ERRDOS , ERRbadfid ) ; return ( SDRC_ERROR ) ; }  smb_flush_file ( sr , sr -> fid_ofile ) ;  } else { flist = & sr -> tid_tree -> t_ofile_list ; smb_llist_enter ( flist , RW_READER ) ; file = smb_llist_head ( flist ) ; while ( file ) { mutex_enter ( & file -> f_mutex ) ;  smb_flush_file ( sr , file ) ;  mutex_exit ( & file -> f_mutex ) ; file = smb_llist_next ( flist , file ) ; } smb_llist_exit ( flist ) ; } rc = smbsr_encode_empty_result ( sr ) ; return ( ( rc == 0 ) ? SDRC_SUCCESS : SDRC_ERROR ) ; }
","smb_sdrc_t smb_com_flush ( smb_request_t * sr ) { 
    smb_ofile_t * file ; 
    smb_llist_t * flist ; 
    int rc ; 
    if ( smb_flush_required == 0 ) { 
        rc = smbsr_encode_empty_result ( sr ) ; 
        return ( ( rc == 0 ) ? SDRC_SUCCESS : SDRC_ERROR ) ; 
    } 
    if ( sr -> smb_fid != 0xffff ) { 
        if ( smbsr_lookup_file ( sr ) == SDRC_ERROR || sr -> fid_ofile == NULL ) { // fixed: check error return value before checking file
            smbsr_error ( sr , NT_STATUS_INVALID_HANDLE , ERRDOS , ERRbadfid ) ; 
            return ( SDRC_ERROR ) ; 
        }  
        mutex_enter ( & sr -> fid_ofile -> f_mutex ) ; // fixed: lock the file before flushing
        smb_flush_file ( sr , sr -> fid_ofile ) ;  
        mutex_exit ( & sr -> fid_ofile -> f_mutex ) ; // fixed: unlock the file after flushing
    } else { 
        flist = & sr -> tid_tree -> t_ofile_list ; 
        smb_llist_enter ( flist , RW_READER ) ; 
        file = smb_llist_head ( flist ) ; 
        while ( file ) { 
            mutex_enter ( & file -> f_mutex ) ; 
            smb_flush_file ( sr , file ) ; 
            mutex_exit ( & file -> f_mutex ) ; 
            file = smb_llist_next ( flist , file ) ; 
        } 
        smb_llist_exit ( flist ) ; 
    } 
    rc = smbsr_encode_empty_result ( sr ) ; 
    return ( ( rc == 0 ) ? SDRC_SUCCESS : SDRC_ERROR ) ; 
}
",0
622,"static void untrusted_launcher_response_callback ( GtkDialog * dialog , int response_id , ActivateParametersDesktop * parameters ) { GdkScreen * screen ; char * uri ; GFile * file ; switch ( response_id ) {  case RESPONSE_RUN :  { screen = gtk_widget_get_screen ( GTK_WIDGET ( parameters -> parent_window ) ) ; uri = nautilus_file_get_uri ( parameters -> file ) ; DEBUG ( ""Launchinguntrustedlauncher%s"" , uri ) ; nautilus_launch_desktop_file ( screen , uri , NULL , parameters -> parent_window ) ; g_free ( uri ) ;  }  break ; case RESPONSE_MARK_TRUSTED : { file = nautilus_file_get_location ( parameters -> file ) ; nautilus_file_mark_desktop_file_trusted ( file , parameters -> parent_window , TRUE , NULL , NULL ) ; g_object_unref ( file ) ; } break ; default : { } break ; } gtk_widget_destroy ( GTK_WIDGET ( dialog ) ) ; activate_parameters_desktop_free ( parameters ) ; }
","static void untrusted_launcher_response_callback (GtkDialog *dialog, int response_id, ActivateParametersDesktop *parameters) {
    GdkScreen *screen;
    char *uri;
    GFile *file;
    
    switch (response_id) {
        case GTK_RESPONSE_ACCEPT: {
            screen = gtk_widget_get_screen(GTK_WIDGET(parameters->parent_window));
            uri = nautilus_file_get_uri(parameters->file);
            DEBUG(""Launchinguntrustedlauncher%s"", uri);
            nautilus_launch_desktop_file(screen, uri, NULL, parameters->parent_window);
            g_free(uri);
            break;
        }
        case GTK_RESPONSE_YES: {
            file = nautilus_file_get_location(parameters->file);
            nautilus_file_mark_trusted(file, parameters->parent_window, NULL);
            g_object_unref(file);
            break;
        }
        default: {
            break;
        }
    }
    gtk_widget_destroy(GTK_WIDGET(dialog));
    activate_parameters_desktop_free(parameters);
}
",0
623,"static void perf_event_comm_output ( struct perf_event * event , struct perf_comm_event * comm_event ) { struct perf_output_handle handle ; struct perf_sample_data sample ; int size = comm_event -> event_id . header . size ; int ret ; perf_event_header__init_id ( & comm_event -> event_id . header , & sample , event ) ; ret = perf_output_begin ( & handle , event ,  comm_event -> event_id . header . size , 0 , 0 ) ;  if ( ret ) goto out ; comm_event -> event_id . pid = perf_event_pid ( event , comm_event -> task ) ; comm_event -> event_id . tid = perf_event_tid ( event , comm_event -> task ) ; perf_output_put ( & handle , comm_event -> event_id ) ; __output_copy ( & handle , comm_event -> comm , comm_event -> comm_size ) ; perf_event__output_id_sample ( event , & handle , & sample ) ; perf_output_end ( & handle ) ; out : comm_event -> event_id . header . size = size ; }
","static void perf_event_comm_output(struct perf_event *event, struct perf_comm_event *comm_event) {
    struct perf_output_handle handle;
    struct perf_sample_data sample;
    int size = comm_event->event_id.header.size;
    int ret;

    perf_event_header__init_id(&comm_event->event_id.header, &sample, event);
    ret = perf_output_begin(&handle, event, size, 0, 0); // changed comm_event->event_id.header.size to size
    if (ret)
        goto out;

    comm_event->event_id.pid = perf_event_pid(event, comm_event->task);
    comm_event->event_id.tid = perf_event_tid(event, comm_event->task);
    perf_output_put(&handle, comm_event->event_id);

    __output_copy(&handle, comm_event->comm, comm_event->comm_size);
    perf_event__output_id_sample(event, &handle, &sample);
    perf_output_end(&handle);

out:
    comm_event->event_id.header.size = size;
}
",0
624,"static void feed_table_block_tag ( struct table * tbl , char * line , struct table_mode * mode , int indent , int cmd ) { int offset ; if ( mode -> indent_level <= 0 && indent == - 1 ) return ; if ( mode -> indent_level >= CHAR_MAX && indent == 1 ) return ; setwidth ( tbl , mode ) ; feed_table_inline_tag ( tbl , line , mode , - 1 ) ; clearcontentssize ( tbl , mode ) ; if ( indent == 1 ) { mode -> indent_level ++ ; if ( mode -> indent_level <= MAX_INDENT_LEVEL ) tbl -> indent += INDENT_INCR ; } else if ( indent == - 1 ) { mode -> indent_level -- ; if ( mode -> indent_level < MAX_INDENT_LEVEL ) tbl -> indent -= INDENT_INCR ; }  offset = tbl -> indent ;  if ( cmd == HTML_DT ) { if ( mode -> indent_level > 0 && mode -> indent_level <= MAX_INDENT_LEVEL ) offset -= INDENT_INCR ;  }  if ( tbl -> indent > 0 ) { check_minimum0 ( tbl , 0 ) ; addcontentssize ( tbl , offset ) ; } }
","static void feed_table_block_tag(struct table* tbl, char* line, struct table_mode* mode, int indent, int cmd) {
    int offset;
    if (mode->indent_level <= 0 && indent == -1) return;
    if (mode->indent_level >= CHAR_MAX && indent == 1) return;
    setwidth(tbl, mode);
    feed_table_inline_tag(tbl, line, mode, -1);
    clearcontentssize(tbl, mode);
    if (indent == 1) {
        if (mode->indent_level < MAX_INDENT_LEVEL) {
            mode->indent_level++;
            tbl->indent += INDENT_INCR;
        }
    } else if (indent == -1) {
        if (mode->indent_level > 0) {
            mode->indent_level--;
            tbl->indent -= INDENT_INCR;
        }
    }
    offset = tbl->indent;
    if (cmd == HTML_DT) {
        if (mode->indent_level > 0 && mode->indent_level <= MAX_INDENT_LEVEL) offset -= INDENT_INCR;
    }
    if (tbl->indent >= 0) {
        check_minimum0(tbl, 0);
        addcontentssize(tbl, offset);
    }
}
",0
